transaction_id,customer_id,transaction_date,total_amount,campaign_id
TXN0000182,CUST000590,2022-07-30,1210600.0,
TXN0000183,CUST000908,2024-12-07,22070100.0,
TXN0000184,CUST000920,2025-07-07,177400.0,
TXN0000185,CUST000245,2025-08-30,392100.0,
TXN0000186,CUST000267,2022-11-26,15022200.0,
TXN0000187,CUST001173,2025-08-10,2073900.0,
TXN0000188,CUST001035,2024-01-04,33766000.0,CAMP0013
TXN0000189,CUST000448,2025-09-25,19451500.0,
TXN0000190,CUST000082,2024-11-30,36194500.0,
TXN0000191,CUST000997,2024-07-27,13758000.0,
TXN0000192,CUST001102,2025-10-09,231200.0,
TXN0000193,CUST000432,2025-10-25,6172000.0,
TXN0000194,CUST000892,2025-11-04,336400.0,CAMP0024
TXN0000195,CUST000078,2023-06-29,4208800.0,
TXN0000196,CUST001143,2025-04-18,22795100.0,
TXN0000197,CUST000243,2025-06-08,242000.0,
TXN0000198,CUST001200,2023-03-24,198900.0,CAMP0008
TXN0000199,CUST000178,2024-02-20,2393400.0,
TXN0000200,CUST000801,2025-09-24,1805800.0,
TXN0000201,CUST000253,2023-12-20,918000.0,
TXN0000202,CUST001101,2024-11-27,63600.0,
TXN0000203,CUST000705,2023-07-18,16246700.0,CAMP0010
TXN0000204,CUST001125,2025-06-24,10479600.0,CAMP0022
TXN0000205,CUST000205,2023-08-26,11279400.0,
TXN0000206,CUST000878,2024-08-21,83400.0,
TXN0000207,CUST000894,2024-07-24,14422400.0,
TXN0000208,CUST000735,2024-03-30,2209000.0,CAMP0014
TXN0000209,CUST000155,2022-05-21,3321100.0,CAMP0003
TXN0000210,CUST000596,2023-09-25,4564600.0,
TXN0000211,CUST000288,2025-06-28,3134200.0,
TXN0000212,CUST000083,2024-09-16,2163100.0,
TXN0000213,CUST000795,2024-07-20,16960500.0,
TXN0000214,CUST000772,2025-11-01,2376800.0,CAMP0024
TXN0000215,CUST000998,2025-10-25,48978900.0,CAMP0024
TXN0000216,CUST000243,2025-10-15,1126200.0,
TXN0000217,CUST000981,2025-04-11,794000.0,
TXN0000218,CUST000500,2023-08-19,800800.0,
TXN0000219,CUST001050,2022-08-01,16145800.0,
TXN0000220,CUST000966,2025-08-16,5425000.0,
TXN0000221,CUST001047,2025-03-27,893400.0,CAMP0020
TXN0000222,CUST000271,2024-02-10,232000.0,
TXN0000223,CUST000307,2025-07-26,1258000.0,
TXN0000224,CUST000080,2025-11-14,68849900.0,
TXN0000225,CUST001086,2025-08-04,35081200.0,
TXN0000226,CUST000872,2023-12-18,6447200.0,
TXN0000227,CUST000388,2023-07-13,272900.0,
TXN0000228,CUST000769,2025-06-18,12403600.0,CAMP0022
TXN0000229,CUST001157,2025-04-26,5342700.0,
TXN0000230,CUST001184,2024-10-04,67654000.0,
TXN0000231,CUST001042,2025-09-17,6330500.0,
TXN0000232,CUST000011,2025-04-10,954400.0,
TXN0000233,CUST000132,2025-04-02,2123300.0,
TXN0000234,CUST000821,2025-11-28,1871100.0,
TXN0000235,CUST000414,2025-09-20,829200.0,
TXN0000236,CUST000737,2024-02-06,792800.0,
TXN0000237,CUST000566,2024-06-12,676500.0,
TXN0000238,CUST000185,2025-10-25,12281300.0,
TXN0000239,CUST000399,2025-02-04,4378200.0,
TXN0000240,CUST000697,2022-10-19,3826700.0,
TXN0000241,CUST000940,2025-07-08,68940800.0,
TXN0000242,CUST000471,2025-03-05,1890700.0,CAMP0020
TXN0000243,CUST000156,2025-06-13,6701100.0,
TXN0000244,CUST001175,2025-08-25,887600.0,CAMP0023
TXN0000245,CUST000544,2025-07-03,3248400.0,
TXN0000246,CUST000246,2023-02-01,11156600.0,
TXN0000247,CUST001177,2025-11-16,6976900.0,
TXN0000248,CUST000263,2024-04-11,13130700.0,
TXN0000249,CUST001062,2025-01-23,4204300.0,
TXN0000250,CUST000667,2025-02-03,23717100.0,
TXN0000251,CUST001022,2025-08-24,2002500.0,
TXN0000252,CUST000573,2025-05-24,1944900.0,
TXN0000253,CUST000483,2025-11-29,15323900.0,
TXN0000254,CUST001024,2023-09-13,1865500.0,CAMP0011
TXN0000255,CUST000976,2023-02-14,45376300.0,
TXN0000256,CUST000249,2025-06-06,3845500.0,
TXN0000257,CUST000161,2024-07-08,19733100.0,CAMP0016
TXN0000258,CUST000643,2024-07-25,1895100.0,
TXN0000259,CUST000744,2025-12-10,6523500.0,
TXN0000260,CUST000342,2025-07-07,57900.0,
TXN0000261,CUST000970,2025-04-27,1825600.0,
TXN0000262,CUST000171,2024-01-20,26693100.0,CAMP0013
TXN0000263,CUST000908,2024-08-28,3479800.0,
TXN0000264,CUST000667,2025-05-31,5186400.0,
TXN0000265,CUST001094,2023-12-29,23903800.0,CAMP0013
TXN0000266,CUST000319,2024-09-14,359600.0,CAMP0017
TXN0000267,CUST001096,2023-03-25,18580900.0,CAMP0008
TXN0000268,CUST000809,2024-12-04,1576000.0,
TXN0000269,CUST000539,2023-10-03,29772500.0,CAMP0011
TXN0000270,CUST000374,2025-06-17,4050800.0,
TXN0000271,CUST000385,2024-08-27,1936200.0,
TXN0000272,CUST000046,2023-10-22,167100.0,
TXN0000273,CUST000257,2025-09-27,8496300.0,
TXN0000274,CUST000861,2025-08-11,7145600.0,
TXN0000275,CUST000546,2025-09-21,33142000.0,
TXN0000276,CUST000250,2025-12-28,1356700.0,
TXN0000277,CUST000408,2025-07-27,2767800.0,
TXN0000278,CUST000969,2025-04-12,9161100.0,
TXN0000279,CUST000986,2025-06-07,8402800.0,
TXN0000280,CUST000890,2025-05-29,670200.0,
TXN0000281,CUST000811,2023-06-20,3243600.0,
TXN0000282,CUST000318,2025-05-14,3074400.0,
TXN0000283,CUST000694,2023-01-24,397800.0,
TXN0000284,CUST001099,2025-03-17,2806500.0,
TXN0000285,CUST000899,2023-08-26,913600.0,
TXN0000286,CUST000734,2024-09-15,15133900.0,
TXN0000287,CUST001161,2025-03-04,11599700.0,
TXN0000288,CUST001110,2024-10-25,1234600.0,CAMP0018
TXN0000289,CUST001104,2024-07-04,2179600.0,
TXN0000290,CUST000661,2025-01-30,3573000.0,
TXN0000291,CUST000366,2023-11-01,1711700.0,
TXN0000292,CUST000066,2025-07-23,21375700.0,
TXN0000293,CUST000146,2024-08-02,932200.0,
TXN0000294,CUST000125,2025-02-14,2264300.0,
TXN0000295,CUST001064,2024-10-26,874400.0,CAMP0018
TXN0000296,CUST001168,2025-08-21,342700.0,
TXN0000297,CUST000940,2025-07-30,3611400.0,
TXN0000298,CUST000722,2025-09-21,24446900.0,
TXN0000299,CUST000738,2025-05-23,1137400.0,CAMP0021
TXN0000300,CUST000440,2024-07-09,685200.0,
TXN0000301,CUST001048,2025-05-08,10497200.0,
TXN0000302,CUST000512,2025-02-07,1571100.0,
TXN0000303,CUST000665,2025-09-09,1402100.0,CAMP0023
TXN0000304,CUST000161,2022-09-11,7014900.0,
TXN0000305,CUST000784,2024-08-20,4294100.0,CAMP0017
TXN0000306,CUST000913,2025-11-04,23384800.0,CAMP0024
TXN0000307,CUST001123,2025-10-19,6484400.0,
TXN0000308,CUST000985,2025-02-13,2988800.0,
TXN0000309,CUST000881,2024-10-10,14080800.0,
TXN0000310,CUST000050,2025-12-03,15569800.0,
TXN0000311,CUST000092,2025-11-14,510400.0,
TXN0000312,CUST000176,2022-09-07,1263200.0,
TXN0000313,CUST000590,2022-05-23,3241400.0,CAMP0003
TXN0000314,CUST000418,2025-09-28,17807300.0,
TXN0000315,CUST000124,2025-03-03,6859700.0,
TXN0000316,CUST000018,2023-05-24,30833300.0,CAMP0009
TXN0000317,CUST001042,2025-12-05,166800.0,
TXN0000318,CUST001089,2025-05-19,3076200.0,CAMP0021
TXN0000319,CUST000684,2025-09-09,38229400.0,
TXN0000320,CUST001027,2023-09-23,693600.0,
TXN0000321,CUST000061,2025-07-18,9319000.0,
TXN0000322,CUST000783,2025-05-18,11445200.0,
TXN0000323,CUST000424,2025-02-14,1982000.0,
TXN0000324,CUST000633,2025-08-02,27451200.0,
TXN0000325,CUST000651,2024-07-18,1742400.0,
TXN0000326,CUST000843,2024-08-15,5222600.0,
TXN0000327,CUST000547,2025-08-09,23315500.0,
TXN0000328,CUST000766,2024-03-31,17258900.0,
TXN0000329,CUST000031,2025-11-14,5587600.0,CAMP0024
TXN0000330,CUST001004,2025-04-16,8070600.0,
TXN0000331,CUST001067,2023-04-25,4610800.0,
TXN0000332,CUST000389,2025-06-05,5984300.0,
TXN0000333,CUST001059,2025-05-29,2704000.0,
TXN0000334,CUST000924,2024-12-04,1059600.0,
TXN0000335,CUST000185,2025-05-25,245400.0,
TXN0000336,CUST000744,2025-03-28,25429400.0,CAMP0020
TXN0000337,CUST000367,2025-04-26,4087700.0,CAMP0021
TXN0000338,CUST000026,2025-01-05,25016400.0,
TXN0000339,CUST000905,2023-05-10,4540600.0,
TXN0000340,CUST000715,2024-06-29,28172700.0,
TXN0000341,CUST000101,2024-01-20,1328800.0,CAMP0013
TXN0000342,CUST000662,2024-04-10,7810100.0,
TXN0000343,CUST000563,2025-02-10,28071700.0,
TXN0000344,CUST000875,2025-08-01,7165300.0,
TXN0000345,CUST001065,2025-09-12,7748600.0,
TXN0000346,CUST000953,2025-12-06,6768000.0,
TXN0000347,CUST000848,2024-02-06,4544100.0,
TXN0000348,CUST000577,2023-11-17,95400.0,
TXN0000349,CUST000664,2022-07-31,504600.0,CAMP0004
TXN0000350,CUST000360,2023-09-24,1452900.0,
TXN0000351,CUST000944,2025-06-15,12511300.0,
TXN0000352,CUST000427,2025-10-24,5922800.0,
TXN0000353,CUST000769,2025-12-03,1153800.0,
TXN0000354,CUST000240,2025-09-08,2172500.0,CAMP0023
TXN0000355,CUST000443,2025-01-05,1936300.0,
TXN0000356,CUST000052,2025-12-04,24894500.0,
TXN0000357,CUST000421,2024-01-28,18030200.0,
TXN0000358,CUST000957,2024-12-14,4151700.0,
TXN0000359,CUST000047,2025-05-22,23905500.0,CAMP0021
TXN0000360,CUST000904,2025-12-29,383600.0,
TXN0000361,CUST000323,2025-08-29,1254300.0,CAMP0023
TXN0000362,CUST001126,2025-05-02,1778300.0,CAMP0021
TXN0000363,CUST001108,2025-09-17,1485900.0,
TXN0000364,CUST000965,2025-11-30,1989600.0,
TXN0000365,CUST000111,2022-10-24,48802000.0,
TXN0000366,CUST000406,2023-07-06,10075400.0,
TXN0000367,CUST000954,2024-12-27,6075600.0,CAMP0019
TXN0000368,CUST000666,2025-06-13,10822100.0,
TXN0000369,CUST000579,2025-12-05,12340700.0,
TXN0000370,CUST000668,2025-10-22,1892400.0,
TXN0000371,CUST000821,2025-08-10,9006800.0,
TXN0000372,CUST000787,2024-07-04,7501100.0,
TXN0000373,CUST000484,2023-04-22,918000.0,
TXN0000374,CUST000235,2025-08-18,12605800.0,
TXN0000375,CUST000777,2024-08-31,3211000.0,
TXN0000376,CUST000928,2025-10-21,3709600.0,
TXN0000377,CUST000649,2024-11-26,41963700.0,CAMP0018
TXN0000378,CUST000002,2025-07-07,36549500.0,CAMP0022
TXN0000379,CUST000356,2024-09-19,1324300.0,
TXN0000380,CUST000855,2025-06-09,14405800.0,
TXN0000381,CUST000295,2025-06-02,43352600.0,
TXN0000382,CUST000931,2025-01-02,3777800.0,
TXN0000383,CUST000485,2025-09-20,43949600.0,
TXN0000384,CUST001189,2025-02-09,2156100.0,
TXN0000385,CUST000953,2025-11-08,1383900.0,CAMP0024
TXN0000386,CUST001105,2025-05-04,12542900.0,
TXN0000387,CUST000604,2023-09-04,2193000.0,
TXN0000388,CUST000126,2025-10-30,13200800.0,CAMP0024
TXN0000389,CUST000570,2025-04-21,2876100.0,
TXN0000390,CUST000030,2023-01-06,26336700.0,CAMP0007
TXN0000391,CUST000703,2024-08-06,15230800.0,
TXN0000392,CUST000785,2025-01-16,5881900.0,CAMP0019
TXN0000393,CUST000817,2024-10-14,9936000.0,
TXN0000394,CUST000538,2024-01-16,16201400.0,
TXN0000395,CUST000559,2024-04-12,6696400.0,
TXN0000396,CUST000400,2025-06-18,608800.0,
TXN0000397,CUST000025,2025-01-02,495100.0,
TXN0000398,CUST000720,2023-08-07,1164700.0,
TXN0000399,CUST000445,2025-07-10,571800.0,
TXN0000400,CUST000267,2024-02-09,10904800.0,
TXN0000401,CUST000663,2025-02-13,2358600.0,
TXN0000402,CUST000796,2025-08-05,5083500.0,
TXN0000403,CUST000365,2025-02-10,439000.0,
TXN0000404,CUST000805,2025-03-27,20518400.0,CAMP0020
TXN0000405,CUST000145,2025-10-16,4436800.0,
TXN0000406,CUST000800,2024-05-14,649400.0,
TXN0000407,CUST001005,2025-10-02,12197000.0,
TXN0000408,CUST001162,2025-11-02,36523900.0,CAMP0024
TXN0000409,CUST000165,2025-12-03,1924800.0,
TXN0000410,CUST000799,2023-05-15,6606600.0,CAMP0009
TXN0000411,CUST000489,2025-01-27,3003400.0,
TXN0000412,CUST000695,2023-07-25,3484200.0,
TXN0000413,CUST001187,2023-12-04,1351800.0,
TXN0000414,CUST001002,2025-10-29,190400.0,CAMP0024
TXN0000415,CUST000030,2023-05-10,31800.0,
TXN0000416,CUST000935,2025-11-19,232300.0,
TXN0000417,CUST000452,2022-08-27,781400.0,
TXN0000418,CUST000248,2025-05-06,65939400.0,CAMP0021
TXN0000419,CUST000345,2025-02-28,9440900.0,
TXN0000420,CUST000166,2025-06-23,314500.0,
TXN0000421,CUST000582,2024-09-19,46281100.0,
TXN0000422,CUST000358,2023-01-25,29054500.0,
TXN0000423,CUST000394,2024-11-09,20532200.0,CAMP0018
TXN0000424,CUST000972,2024-10-25,955400.0,
TXN0000425,CUST000584,2023-09-07,10698600.0,
TXN0000426,CUST000324,2022-04-10,77526300.0,
TXN0000427,CUST000668,2025-05-08,3215600.0,CAMP0021
TXN0000428,CUST000410,2025-03-13,1605600.0,
TXN0000429,CUST000297,2024-11-27,10662800.0,CAMP0018
TXN0000430,CUST001165,2023-12-15,16641800.0,
TXN0000431,CUST000704,2023-11-14,2243400.0,
TXN0000432,CUST001069,2025-04-19,7301300.0,
TXN0000433,CUST000030,2024-10-15,9364400.0,
TXN0000434,CUST000306,2025-02-28,75800.0,CAMP0020
TXN0000435,CUST001033,2024-02-25,52262400.0,
TXN0000436,CUST000171,2025-04-29,220400.0,
TXN0000437,CUST000272,2025-06-25,2351000.0,CAMP0022
TXN0000438,CUST001169,2025-11-26,27425000.0,
TXN0000439,CUST000789,2024-07-03,5179700.0,
TXN0000440,CUST000228,2024-04-27,12192900.0,
TXN0000441,CUST000138,2025-10-26,32920800.0,
TXN0000442,CUST001189,2025-09-23,24234600.0,
TXN0000443,CUST001032,2025-02-21,8023600.0,
TXN0000444,CUST000252,2025-09-26,6524700.0,
TXN0000445,CUST000165,2025-08-10,452400.0,
TXN0000446,CUST000566,2022-11-01,2340600.0,
TXN0000447,CUST000601,2024-06-20,31486300.0,
TXN0000448,CUST000476,2025-06-26,2691600.0,CAMP0022
TXN0000449,CUST000628,2023-07-04,22152200.0,CAMP0010
TXN0000450,CUST000341,2025-08-14,313200.0,
TXN0000451,CUST000315,2024-08-07,34349100.0,
TXN0000452,CUST000903,2024-03-12,8661800.0,CAMP0014
TXN0000453,CUST001106,2024-12-10,4315000.0,
TXN0000454,CUST001119,2025-02-16,10404000.0,
TXN0000455,CUST000694,2023-05-12,38080400.0,
TXN0000456,CUST000452,2024-10-19,5386900.0,
TXN0000457,CUST000401,2024-01-20,228800.0,
TXN0000458,CUST000179,2025-09-25,3090200.0,
TXN0000459,CUST000876,2024-11-19,16309100.0,CAMP0018
TXN0000460,CUST000852,2025-04-23,3374300.0,
TXN0000461,CUST000426,2024-05-15,11713200.0,
TXN0000462,CUST000560,2025-04-23,7131600.0,
TXN0000463,CUST000381,2025-06-04,4875900.0,
TXN0000464,CUST001146,2025-01-04,1452200.0,CAMP0019
TXN0000465,CUST000255,2024-04-24,1438700.0,
TXN0000466,CUST000137,2025-11-27,39000000.0,
TXN0000467,CUST000245,2025-08-29,7764800.0,CAMP0023
TXN0000468,CUST000559,2024-05-08,4066000.0,
TXN0000469,CUST000343,2025-06-29,1553100.0,
TXN0000470,CUST000027,2024-01-11,3574400.0,
TXN0000471,CUST001145,2025-12-18,22553300.0,
TXN0000472,CUST000983,2024-12-22,32916000.0,
TXN0000473,CUST000624,2024-01-21,4203200.0,
TXN0000474,CUST000292,2024-04-04,19225700.0,CAMP0014
TXN0000475,CUST000884,2023-11-10,1231400.0,CAMP0012
TXN0000476,CUST000089,2023-07-12,10569800.0,CAMP0010
TXN0000477,CUST000060,2023-04-14,2521200.0,CAMP0008
TXN0000478,CUST001035,2025-02-27,1447900.0,
TXN0000479,CUST000393,2024-01-25,2788400.0,
TXN0000480,CUST001033,2025-05-22,5120100.0,
TXN0000481,CUST000778,2025-01-03,30506600.0,
TXN0000482,CUST000644,2024-07-28,9837600.0,
TXN0000483,CUST000672,2025-10-18,1491600.0,
TXN0000484,CUST000936,2024-12-09,6985700.0,
TXN0000485,CUST000387,2025-01-08,6990100.0,
TXN0000486,CUST000175,2024-02-09,1171200.0,
TXN0000487,CUST000133,2025-05-21,402800.0,CAMP0021
TXN0000488,CUST001023,2024-04-08,4316000.0,
TXN0000489,CUST000932,2022-11-27,3386000.0,
TXN0000490,CUST000276,2022-08-22,2104400.0,
TXN0000491,CUST001021,2022-12-13,753800.0,
TXN0000492,CUST000621,2025-10-05,9229200.0,
TXN0000493,CUST001034,2024-06-29,46517100.0,
TXN0000494,CUST000907,2025-09-28,367000.0,
TXN0000495,CUST001141,2025-11-25,22866500.0,
TXN0000496,CUST000999,2024-03-17,14862800.0,CAMP0014
